Criteria,Classifier,n,Freq. Threshold,TP,FP,TN,FN,Recall,Precision,F-Measure
task_success,cosine,1,1,57.0,27.0,46.0,66.0,0.463414634146,0.678571428571,0.550724637681
task_success,cosine,2,1,33.0,13.0,60.0,90.0,0.268292682927,0.717391304348,0.390532544379
task_success,cosine,3,1,16.0,2.0,71.0,107.0,0.130081300813,0.888888888889,0.22695035461
task_success,cosine,4,1,11.0,2.0,71.0,112.0,0.0894308943089,0.846153846154,0.161764705882
task_success,cosine,5,1,3.0,0.0,73.0,120.0,0.0243902439024,1.0,0.047619047619
task_success,cosine,6,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,cosine,7,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,cosine,8,1,0.0,0.0,73.0,123.0,0,0,0.0
length_of_interaction,cosine,1,1,46.0,0.0,50.0,3.0,0.938775510204,1.0,0.968421052632
length_of_interaction,cosine,2,1,49.0,0.0,50.0,0.0,1.0,1.0,1.0
length_of_interaction,cosine,3,1,49.0,8.0,42.0,0.0,1.0,0.859649122807,0.924528301887
length_of_interaction,cosine,4,1,49.0,20.0,30.0,0.0,1.0,0.710144927536,0.830508474576
length_of_interaction,cosine,5,1,47.0,17.0,33.0,2.0,0.959183673469,0.734375,0.83185840708
length_of_interaction,cosine,6,1,45.0,12.0,38.0,4.0,0.918367346939,0.789473684211,0.849056603774
length_of_interaction,cosine,7,1,26.0,4.0,46.0,23.0,0.530612244898,0.866666666667,0.658227848101
length_of_interaction,cosine,8,1,18.0,4.0,46.0,31.0,0.367346938776,0.818181818182,0.507042253521
word_accuracy,cosine,1,1,14.0,18.0,81.0,3.0,0.823529411765,0.4375,0.571428571429
word_accuracy,cosine,2,1,15.0,27.0,72.0,2.0,0.882352941176,0.357142857143,0.508474576271
word_accuracy,cosine,3,1,16.0,90.0,9.0,1.0,0.941176470588,0.150943396226,0.260162601626
word_accuracy,cosine,4,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,5,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,6,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,7,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,8,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
