Criteria;Classifier;n;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
simulation_quality_best;cosine;1;1;833.0;515.0;1065.0;747.0;0.527215189873;0.617952522255;0.568989071038
simulation_quality_best;cosine;1;2;832.0;522.0;1058.0;748.0;0.526582278481;0.61447562777;0.567143830948
simulation_quality_best;cosine;1;3;837.0;518.0;1062.0;743.0;0.529746835443;0.617712177122;0.570357751278
simulation_quality_best;cosine;1;4;833.0;513.0;1067.0;747.0;0.527215189873;0.618870728083;0.569377990431
simulation_quality_best;cosine;1;5;831.0;509.0;1071.0;749.0;0.525949367089;0.620149253731;0.569178082192
simulation_quality_best;cosine;1;6;839.0;514.0;1066.0;741.0;0.531012658228;0.620103473762;0.572110467099
simulation_quality_best;cosine;1;7;842.0;516.0;1064.0;738.0;0.532911392405;0.620029455081;0.573179033356
simulation_quality_best;jensen;1;1;646.0;345.0;1235.0;934.0;0.408860759494;0.651866801211;0.502528199144
simulation_quality_best;jensen;1;2;476.0;209.0;1371.0;1104.0;0.301265822785;0.694890510949;0.420309050773
simulation_quality_best;jensen;1;3;916.0;594.0;986.0;664.0;0.579746835443;0.606622516556;0.5928802589
simulation_quality_best;jensen;1;4;866.0;550.0;1030.0;714.0;0.548101265823;0.611581920904;0.578104138852
simulation_quality_best;jensen;1;5;752.0;449.0;1131.0;828.0;0.475949367089;0.626144879267;0.540812657318
simulation_quality_best;jensen;1;6;761.0;463.0;1117.0;819.0;0.48164556962;0.621732026144;0.542796005706
simulation_quality_best;jensen;1;7;840.0;535.0;1045.0;740.0;0.53164556962;0.610909090909;0.568527918782
simulation_quality_best;kullback leibler;1;1;289.0;79.0;1501.0;1291.0;0.182911392405;0.785326086957;0.296714579055
simulation_quality_best;kullback leibler;1;2;301.0;119.0;1461.0;1279.0;0.190506329114;0.716666666667;0.301
simulation_quality_best;kullback leibler;1;3;884.0;593.0;987.0;696.0;0.559493670886;0.598510494245;0.578344782466
simulation_quality_best;kullback leibler;1;4;829.0;527.0;1053.0;751.0;0.524683544304;0.611356932153;0.564713896458
simulation_quality_best;kullback leibler;1;5;722.0;437.0;1143.0;858.0;0.456962025316;0.622950819672;0.527199707923
simulation_quality_best;kullback leibler;1;6;744.0;457.0;1123.0;836.0;0.470886075949;0.61948376353;0.535059331176
simulation_quality_best;kullback leibler;1;7;803.0;523.0;1057.0;777.0;0.508227848101;0.605580693816;0.552649690296
simulation_quality_best;mean kullback leibler;1;1;476.0;225.0;1355.0;1104.0;0.301265822785;0.679029957204;0.417360806664
simulation_quality_best;mean kullback leibler;1;2;422.0;180.0;1400.0;1158.0;0.267088607595;0.700996677741;0.386801099908
simulation_quality_best;mean kullback leibler;1;3;947.0;626.0;954.0;633.0;0.599367088608;0.602034329307;0.600697748176
simulation_quality_best;mean kullback leibler;1;4;894.0;583.0;997.0;686.0;0.56582278481;0.605280974949;0.584887144259
simulation_quality_best;mean kullback leibler;1;5;792.0;485.0;1095.0;788.0;0.501265822785;0.620203602193;0.554427721386
simulation_quality_best;mean kullback leibler;1;6;806.0;512.0;1068.0;774.0;0.510126582278;0.61153262519;0.55624568668
simulation_quality_best;mean kullback leibler;1;7;880.0;586.0;994.0;700.0;0.556962025316;0.600272851296;0.577806959947
simulation_quality_best;symmetric kullback leibler;1;1;476.0;225.0;1355.0;1104.0;0.301265822785;0.679029957204;0.417360806664
