Criteria,Classifier,n,Freq. Threshold,TP,FP,TN,FN,Recall,Precision,F-Measure
task_success,cosine,1,1,78.0,49.0,24.0,45.0,0.634146341463,0.614173228346,0.624
task_success,jensen,1,1,24.0,17.0,56.0,99.0,0.19512195122,0.585365853659,0.292682926829
task_success,kullback leibler,1,1,15.0,9.0,64.0,108.0,0.121951219512,0.625,0.204081632653
task_success,mean kullback leibler,1,1,20.0,12.0,61.0,103.0,0.162601626016,0.625,0.258064516129
task_success,symmetric kullback leibler,1,1,20.0,12.0,61.0,103.0,0.162601626016,0.625,0.258064516129
length_of_interaction,cosine,1,1,49.0,18.0,32.0,0.0,1.0,0.731343283582,0.844827586207
length_of_interaction,jensen,1,1,49.0,31.0,19.0,0.0,1.0,0.6125,0.759689922481
length_of_interaction,kullback leibler,1,1,49.0,40.0,10.0,0.0,1.0,0.550561797753,0.710144927536
length_of_interaction,mean kullback leibler,1,1,49.0,35.0,15.0,0.0,1.0,0.583333333333,0.736842105263
length_of_interaction,symmetric kullback leibler,1,1,49.0,35.0,15.0,0.0,1.0,0.583333333333,0.736842105263
word_accuracy,cosine,1,1,11.0,71.0,28.0,6.0,0.647058823529,0.134146341463,0.222222222222
word_accuracy,jensen,1,1,15.0,94.0,5.0,2.0,0.882352941176,0.137614678899,0.238095238095
word_accuracy,kullback leibler,1,1,16.0,96.0,3.0,1.0,0.941176470588,0.142857142857,0.248062015504
word_accuracy,mean kullback leibler,1,1,15.0,96.0,3.0,2.0,0.882352941176,0.135135135135,0.234375
word_accuracy,symmetric kullback leibler,1,1,15.0,96.0,3.0,2.0,0.882352941176,0.135135135135,0.234375
