Criteria;Classifier;n;l;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
word_accuracy_60;cosine;1;0.05;1;40.0;10.0;7.0;59.0;0.40404040404;0.8;0.536912751678
word_accuracy_60;cosine;1;0.25;1;40.0;10.0;7.0;59.0;0.40404040404;0.8;0.536912751678
word_accuracy_60;cosine;1;0.5;1;40.0;9.0;8.0;59.0;0.40404040404;0.816326530612;0.540540540541
word_accuracy_60;cosine;1;0.05;2;30.0;7.0;10.0;69.0;0.30303030303;0.810810810811;0.441176470588
word_accuracy_60;cosine;1;0.25;2;30.0;7.0;10.0;69.0;0.30303030303;0.810810810811;0.441176470588
word_accuracy_60;cosine;1;0.5;2;29.0;7.0;10.0;70.0;0.292929292929;0.805555555556;0.42962962963
word_accuracy_60;jensen;1;0.05;1;40.0;10.0;7.0;59.0;0.40404040404;0.8;0.536912751678
word_accuracy_60;jensen;1;0.25;1;37.0;9.0;8.0;62.0;0.373737373737;0.804347826087;0.510344827586
word_accuracy_60;jensen;1;0.5;1;33.0;8.0;9.0;66.0;0.333333333333;0.80487804878;0.471428571429
word_accuracy_60;jensen;1;0.05;2;32.0;7.0;10.0;67.0;0.323232323232;0.820512820513;0.463768115942
word_accuracy_60;jensen;1;0.25;2;32.0;7.0;10.0;67.0;0.323232323232;0.820512820513;0.463768115942
word_accuracy_60;jensen;1;0.5;2;26.0;7.0;10.0;73.0;0.262626262626;0.787878787879;0.393939393939
word_accuracy_60;mean kullback leibler;1;0.05;1;38.0;10.0;7.0;61.0;0.383838383838;0.791666666667;0.517006802721
word_accuracy_60;mean kullback leibler;1;0.25;1;37.0;9.0;8.0;62.0;0.373737373737;0.804347826087;0.510344827586
word_accuracy_60;mean kullback leibler;1;0.5;1;32.0;7.0;10.0;67.0;0.323232323232;0.820512820513;0.463768115942
word_accuracy_60;mean kullback leibler;1;0.05;2;30.0;6.0;11.0;69.0;0.30303030303;0.833333333333;0.444444444444
word_accuracy_60;mean kullback leibler;1;0.25;2;31.0;6.0;11.0;68.0;0.313131313131;0.837837837838;0.455882352941
word_accuracy_60;mean kullback leibler;1;0.5;2;25.0;6.0;11.0;74.0;0.252525252525;0.806451612903;0.384615384615
word_accuracy_60;rank order;1;0.05;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;1;0.25;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;1;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;1;0.05;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;1;0.25;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;1;0.5;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;cosine;2;0.05;1;27.0;5.0;12.0;72.0;0.272727272727;0.84375;0.412213740458
word_accuracy_60;cosine;2;0.25;1;20.0;3.0;14.0;79.0;0.20202020202;0.869565217391;0.327868852459
word_accuracy_60;cosine;2;0.5;1;6.0;0.0;17.0;93.0;0.0606060606061;1.0;0.114285714286
word_accuracy_60;cosine;2;0.05;2;46.0;5.0;12.0;53.0;0.464646464646;0.901960784314;0.613333333333
word_accuracy_60;cosine;2;0.25;2;34.0;3.0;14.0;65.0;0.343434343434;0.918918918919;0.5
word_accuracy_60;cosine;2;0.5;2;17.0;3.0;14.0;82.0;0.171717171717;0.85;0.285714285714
word_accuracy_60;jensen;2;0.05;1;30.0;5.0;12.0;69.0;0.30303030303;0.857142857143;0.44776119403
word_accuracy_60;jensen;2;0.25;1;5.0;0.0;17.0;94.0;0.0505050505051;1.0;0.0961538461538
word_accuracy_60;jensen;2;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;jensen;2;0.05;2;60.0;8.0;9.0;39.0;0.606060606061;0.882352941176;0.718562874251
word_accuracy_60;jensen;2;0.25;2;41.0;4.0;13.0;58.0;0.414141414141;0.911111111111;0.569444444444
word_accuracy_60;jensen;2;0.5;2;8.0;2.0;15.0;91.0;0.0808080808081;0.8;0.146788990826
word_accuracy_60;mean kullback leibler;2;0.05;1;28.0;4.0;13.0;71.0;0.282828282828;0.875;0.427480916031
word_accuracy_60;mean kullback leibler;2;0.25;1;5.0;1.0;16.0;94.0;0.0505050505051;0.833333333333;0.0952380952381
word_accuracy_60;mean kullback leibler;2;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;mean kullback leibler;2;0.05;2;56.0;6.0;11.0;43.0;0.565656565657;0.903225806452;0.695652173913
word_accuracy_60;mean kullback leibler;2;0.25;2;39.0;4.0;13.0;60.0;0.393939393939;0.906976744186;0.549295774648
word_accuracy_60;mean kullback leibler;2;0.5;2;7.0;2.0;15.0;92.0;0.0707070707071;0.777777777778;0.12962962963
word_accuracy_60;rank order;2;0.05;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;2;0.25;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;2;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;2;0.05;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;2;0.25;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;2;0.5;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;cosine;3;0.05;1;22.0;0.0;17.0;77.0;0.222222222222;1.0;0.363636363636
word_accuracy_60;cosine;3;0.25;1;17.0;0.0;17.0;82.0;0.171717171717;1.0;0.293103448276
word_accuracy_60;cosine;3;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;cosine;3;0.05;2;17.0;1.0;16.0;82.0;0.171717171717;0.944444444444;0.290598290598
word_accuracy_60;cosine;3;0.25;2;13.0;1.0;16.0;86.0;0.131313131313;0.928571428571;0.230088495575
word_accuracy_60;cosine;3;0.5;2;6.0;1.0;16.0;93.0;0.0606060606061;0.857142857143;0.11320754717
word_accuracy_60;jensen;3;0.05;1;33.0;2.0;15.0;66.0;0.333333333333;0.942857142857;0.492537313433
word_accuracy_60;jensen;3;0.25;1;2.0;0.0;17.0;97.0;0.020202020202;1.0;0.039603960396
word_accuracy_60;jensen;3;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;jensen;3;0.05;2;55.0;3.0;14.0;44.0;0.555555555556;0.948275862069;0.700636942675
word_accuracy_60;jensen;3;0.25;2;22.0;2.0;15.0;77.0;0.222222222222;0.916666666667;0.357723577236
word_accuracy_60;jensen;3;0.5;2;12.0;1.0;16.0;87.0;0.121212121212;0.923076923077;0.214285714286
word_accuracy_60;mean kullback leibler;3;0.05;1;26.0;0.0;17.0;73.0;0.262626262626;1.0;0.416
word_accuracy_60;mean kullback leibler;3;0.25;1;2.0;0.0;17.0;97.0;0.020202020202;1.0;0.039603960396
word_accuracy_60;mean kullback leibler;3;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;mean kullback leibler;3;0.05;2;52.0;1.0;16.0;47.0;0.525252525253;0.981132075472;0.684210526316
word_accuracy_60;mean kullback leibler;3;0.25;2;21.0;1.0;16.0;78.0;0.212121212121;0.954545454545;0.347107438017
word_accuracy_60;mean kullback leibler;3;0.5;2;10.0;1.0;16.0;89.0;0.10101010101;0.909090909091;0.181818181818
word_accuracy_60;rank order;3;0.05;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;3;0.25;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;3;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;3;0.05;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;3;0.25;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;3;0.5;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;cosine;4;0.05;1;24.0;1.0;16.0;75.0;0.242424242424;0.96;0.387096774194
word_accuracy_60;cosine;4;0.25;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;cosine;4;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;cosine;4;0.05;2;3.0;0.0;17.0;96.0;0.030303030303;1.0;0.0588235294118
word_accuracy_60;cosine;4;0.25;2;3.0;0.0;17.0;96.0;0.030303030303;1.0;0.0588235294118
word_accuracy_60;cosine;4;0.5;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;jensen;4;0.05;1;30.0;2.0;15.0;69.0;0.30303030303;0.9375;0.458015267176
word_accuracy_60;jensen;4;0.25;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;jensen;4;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;jensen;4;0.05;2;40.0;4.0;13.0;59.0;0.40404040404;0.909090909091;0.559440559441
word_accuracy_60;jensen;4;0.25;2;15.0;1.0;16.0;84.0;0.151515151515;0.9375;0.260869565217
word_accuracy_60;jensen;4;0.5;2;2.0;0.0;17.0;97.0;0.020202020202;1.0;0.039603960396
word_accuracy_60;mean kullback leibler;4;0.05;1;21.0;1.0;16.0;78.0;0.212121212121;0.954545454545;0.347107438017
word_accuracy_60;mean kullback leibler;4;0.25;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;mean kullback leibler;4;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;mean kullback leibler;4;0.05;2;37.0;2.0;15.0;62.0;0.373737373737;0.948717948718;0.536231884058
word_accuracy_60;mean kullback leibler;4;0.25;2;13.0;1.0;16.0;86.0;0.131313131313;0.928571428571;0.230088495575
word_accuracy_60;mean kullback leibler;4;0.5;2;2.0;0.0;17.0;97.0;0.020202020202;1.0;0.039603960396
word_accuracy_60;rank order;4;0.05;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;4;0.25;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;4;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;4;0.05;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;4;0.25;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;4;0.5;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;cosine;5;0.05;1;41.0;4.0;13.0;58.0;0.414141414141;0.911111111111;0.569444444444
word_accuracy_60;cosine;5;0.25;1;11.0;0.0;17.0;88.0;0.111111111111;1.0;0.2
word_accuracy_60;cosine;5;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;cosine;5;0.05;2;1.0;0.0;17.0;98.0;0.010101010101;1.0;0.02
word_accuracy_60;cosine;5;0.25;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;cosine;5;0.5;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;jensen;5;0.05;1;47.0;4.0;13.0;52.0;0.474747474747;0.921568627451;0.626666666667
word_accuracy_60;jensen;5;0.25;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;jensen;5;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;jensen;5;0.05;2;56.0;3.0;14.0;43.0;0.565656565657;0.949152542373;0.708860759494
word_accuracy_60;jensen;5;0.25;2;20.0;3.0;14.0;79.0;0.20202020202;0.869565217391;0.327868852459
word_accuracy_60;jensen;5;0.5;2;3.0;0.0;17.0;96.0;0.030303030303;1.0;0.0588235294118
word_accuracy_60;mean kullback leibler;5;0.05;1;41.0;3.0;14.0;58.0;0.414141414141;0.931818181818;0.573426573427
word_accuracy_60;mean kullback leibler;5;0.25;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;mean kullback leibler;5;0.5;1;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;mean kullback leibler;5;0.05;2;54.0;3.0;14.0;45.0;0.545454545455;0.947368421053;0.692307692308
word_accuracy_60;mean kullback leibler;5;0.25;2;19.0;2.0;15.0;80.0;0.191919191919;0.904761904762;0.316666666667
