Criteria;Classifier;n;l;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
task_successful;cosine;1;0.05;2;64.0;32.0;41.0;59.0;0.520325203252;0.666666666667;0.584474885845
task_successful;jensen;1;0.05;2;66.0;32.0;41.0;57.0;0.536585365854;0.673469387755;0.597285067873
task_successful;kullback leibler;1;0.05;2;60.0;28.0;45.0;63.0;0.487804878049;0.681818181818;0.568720379147
task_successful;mean kullback leibler;1;0.05;2;66.0;30.0;43.0;57.0;0.536585365854;0.6875;0.602739726027
task_successful;symmetric kullback leibler;1;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;1;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;cosine;2;0.05;2;66.0;26.0;47.0;57.0;0.536585365854;0.717391304348;0.613953488372
task_successful;jensen;2;0.05;2;59.0;25.0;48.0;64.0;0.479674796748;0.702380952381;0.570048309179
task_successful;kullback leibler;2;0.05;2;53.0;18.0;55.0;70.0;0.430894308943;0.746478873239;0.546391752577
task_successful;mean kullback leibler;2;0.05;2;59.0;20.0;53.0;64.0;0.479674796748;0.746835443038;0.584158415842
task_successful;symmetric kullback leibler;2;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;2;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;cosine;3;0.05;2;27.0;16.0;57.0;96.0;0.219512195122;0.627906976744;0.325301204819
task_successful;jensen;3;0.05;2;31.0;20.0;53.0;92.0;0.252032520325;0.607843137255;0.35632183908
task_successful;kullback leibler;3;0.05;2;26.0;15.0;58.0;97.0;0.211382113821;0.634146341463;0.317073170732
task_successful;mean kullback leibler;3;0.05;2;28.0;17.0;56.0;95.0;0.227642276423;0.622222222222;0.333333333333
task_successful;symmetric kullback leibler;3;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;3;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;cosine;4;0.05;2;54.0;27.0;46.0;69.0;0.439024390244;0.666666666667;0.529411764706
task_successful;jensen;4;0.05;2;83.0;40.0;33.0;40.0;0.674796747967;0.674796747967;0.674796747967
task_successful;kullback leibler;4;0.05;2;64.0;29.0;44.0;59.0;0.520325203252;0.688172043011;0.592592592593
task_successful;mean kullback leibler;4;0.05;2;75.0;33.0;40.0;48.0;0.609756097561;0.694444444444;0.649350649351
task_successful;symmetric kullback leibler;4;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;4;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;cosine;5;0.05;2;38.0;27.0;46.0;85.0;0.308943089431;0.584615384615;0.404255319149
task_successful;jensen;5;0.05;2;89.0;55.0;18.0;34.0;0.723577235772;0.618055555556;0.666666666667
task_successful;kullback leibler;5;0.05;2;79.0;39.0;34.0;44.0;0.642276422764;0.669491525424;0.655601659751
task_successful;mean kullback leibler;5;0.05;2;77.0;48.0;25.0;46.0;0.626016260163;0.616;0.620967741935
task_successful;symmetric kullback leibler;5;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;5;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;cosine;6;0.05;2;44.0;34.0;39.0;79.0;0.357723577236;0.564102564103;0.437810945274
task_successful;jensen;6;0.05;2;104.0;66.0;7.0;19.0;0.845528455285;0.611764705882;0.709897610922
task_successful;kullback leibler;6;0.05;2;97.0;61.0;12.0;26.0;0.788617886179;0.613924050633;0.690391459075
task_successful;mean kullback leibler;6;0.05;2;103.0;64.0;9.0;20.0;0.837398373984;0.616766467066;0.710344827586
task_successful;symmetric kullback leibler;6;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;6;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;cosine;7;0.05;2;37.0;21.0;52.0;86.0;0.30081300813;0.637931034483;0.408839779006
task_successful;jensen;7;0.05;2;117.0;71.0;2.0;6.0;0.951219512195;0.622340425532;0.752411575563
task_successful;kullback leibler;7;0.05;2;110.0;66.0;7.0;13.0;0.894308943089;0.625;0.735785953177
task_successful;mean kullback leibler;7;0.05;2;119.0;70.0;3.0;4.0;0.967479674797;0.62962962963;0.762820512821
task_successful;symmetric kullback leibler;7;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;7;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;cosine;8;0.05;2;36.0;22.0;51.0;87.0;0.292682926829;0.620689655172;0.397790055249
task_successful;jensen;8;0.05;2;116.0;70.0;3.0;7.0;0.943089430894;0.623655913978;0.750809061489
task_successful;kullback leibler;8;0.05;2;110.0;66.0;7.0;13.0;0.894308943089;0.625;0.735785953177
task_successful;mean kullback leibler;8;0.05;2;113.0;69.0;4.0;10.0;0.918699186992;0.620879120879;0.740983606557
task_successful;symmetric kullback leibler;8;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;8;0.05;2;0.0;0.0;73.0;123.0;0;0;0
