Criteria;Classifier;n;l;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
simulated;cosine;1;0.05;1;1455.0;4.0;192.0;125.0;0.920886075949;0.997258396162;0.957551826259
simulated;cosine;1;0.25;1;1038.0;0.0;196.0;542.0;0.656962025316;1.0;0.792971734148
simulated;cosine;1;0.5;1;601.0;0.0;196.0;979.0;0.380379746835;1.0;0.551123337918
simulated;jensen;1;0.05;1;865.0;0.0;196.0;715.0;0.54746835443;1.0;0.707566462168
simulated;jensen;1;0.25;1;13.0;0.0;196.0;1567.0;0.00822784810127;1.0;0.0163214061519
simulated;jensen;1;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;1;0.05;1;657.0;0.0;196.0;923.0;0.41582278481;1.0;0.587393831024
simulated;mean kullback leibler;1;0.25;1;3.0;0.0;196.0;1577.0;0.00189873417722;1.0;0.00379027163613
simulated;mean kullback leibler;1;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;cosine;2;0.05;1;1297.0;0.0;196.0;283.0;0.820886075949;1.0;0.901633646159
simulated;cosine;2;0.25;1;973.0;0.0;196.0;607.0;0.61582278481;1.0;0.762240501371
simulated;cosine;2;0.5;1;594.0;0.0;196.0;986.0;0.375949367089;1.0;0.546458141674
simulated;jensen;2;0.05;1;250.0;0.0;196.0;1330.0;0.158227848101;1.0;0.273224043716
simulated;jensen;2;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;2;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;2;0.05;1;176.0;0.0;196.0;1404.0;0.111392405063;1.0;0.200455580866
simulated;mean kullback leibler;2;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;2;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;cosine;3;0.05;1;922.0;1.0;195.0;658.0;0.583544303797;0.998916576381;0.736715940871
simulated;cosine;3;0.25;1;689.0;0.0;196.0;891.0;0.436075949367;1.0;0.607315998237
simulated;cosine;3;0.5;1;126.0;0.0;196.0;1454.0;0.079746835443;1.0;0.147713950762
simulated;jensen;3;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;3;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;3;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;3;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;3;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;3;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;cosine;4;0.05;1;750.0;1.0;195.0;830.0;0.474683544304;0.998668442077;0.643500643501
simulated;cosine;4;0.25;1;298.0;0.0;196.0;1282.0;0.188607594937;1.0;0.317358892439
simulated;cosine;4;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;4;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;4;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;4;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;4;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;4;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;4;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;cosine;5;0.05;1;731.0;0.0;196.0;849.0;0.462658227848;1.0;0.632626568585
simulated;cosine;5;0.25;1;16.0;0.0;196.0;1564.0;0.0101265822785;1.0;0.0200501253133
simulated;cosine;5;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;5;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;5;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;5;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;5;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;5;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;5;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;cosine;6;0.05;1;717.0;0.0;196.0;863.0;0.453797468354;1.0;0.624292555507
simulated;cosine;6;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;cosine;6;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;6;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;6;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;6;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;6;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;6;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;6;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;cosine;7;0.05;1;703.0;0.0;196.0;877.0;0.444936708861;1.0;0.615856329391
simulated;cosine;7;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;cosine;7;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;7;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;7;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;7;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;7;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;7;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;7;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;cosine;8;0.05;1;699.0;0.0;196.0;881.0;0.442405063291;1.0;0.613426941641
simulated;cosine;8;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;cosine;8;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;8;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;8;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;jensen;8;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;8;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;8;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated;mean kullback leibler;8;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
real;cosine;1;0.05;1;192.0;125.0;1455.0;4.0;0.979591836735;0.605678233438;0.748538011696
real;cosine;1;0.25;1;196.0;542.0;1038.0;0.0;1.0;0.265582655827;0.419700214133
real;cosine;1;0.5;1;196.0;979.0;601.0;0.0;1.0;0.166808510638;0.285922684172
real;jensen;1;0.05;1;196.0;715.0;865.0;0.0;1.0;0.215148188804;0.354110207769
real;jensen;1;0.25;1;196.0;1567.0;13.0;0.0;1.0;0.111174134997;0.200102092905
real;jensen;1;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;1;0.05;1;196.0;923.0;657.0;0.0;1.0;0.175156389634;0.298098859316
real;mean kullback leibler;1;0.25;1;196.0;1577.0;3.0;0.0;1.0;0.110547095319;0.199085830371
real;mean kullback leibler;1;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;cosine;2;0.05;1;196.0;283.0;1297.0;0.0;1.0;0.409185803758;0.580740740741
real;cosine;2;0.25;1;196.0;607.0;973.0;0.0;1.0;0.244084682441;0.392392392392
real;cosine;2;0.5;1;196.0;986.0;594.0;0.0;1.0;0.165820642978;0.284470246734
real;jensen;2;0.05;1;196.0;1330.0;250.0;0.0;1.0;0.128440366972;0.227642276423
real;jensen;2;0.25;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;jensen;2;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;2;0.05;1;196.0;1404.0;176.0;0.0;1.0;0.1225;0.218262806236
real;mean kullback leibler;2;0.25;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;2;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;cosine;3;0.05;1;195.0;658.0;922.0;1.0;0.994897959184;0.228604923798;0.371782650143
real;cosine;3;0.25;1;196.0;891.0;689.0;0.0;1.0;0.180312787489;0.30553390491
real;cosine;3;0.5;1;196.0;1454.0;126.0;0.0;1.0;0.118787878788;0.212351029252
real;jensen;3;0.05;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;jensen;3;0.25;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;jensen;3;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;3;0.05;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;3;0.25;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;3;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;cosine;4;0.05;1;195.0;830.0;750.0;1.0;0.994897959184;0.190243902439;0.31941031941
real;cosine;4;0.25;1;196.0;1282.0;298.0;0.0;1.0;0.132611637348;0.234169653524
real;cosine;4;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;jensen;4;0.05;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;jensen;4;0.25;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;jensen;4;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;4;0.05;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;4;0.25;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;4;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;cosine;5;0.05;1;196.0;849.0;731.0;0.0;1.0;0.187559808612;0.315874294923
real;cosine;5;0.25;1;196.0;1564.0;16.0;0.0;1.0;0.111363636364;0.200408997955
real;cosine;5;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;jensen;5;0.05;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;jensen;5;0.25;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;jensen;5;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;5;0.05;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;5;0.25;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;mean kullback leibler;5;0.5;1;196.0;1580.0;0.0;0.0;1.0;0.11036036036;0.19878296146
real;cosine;6;0.05;1;196.0;863.0;717.0;0.0;1.0;0.1850802644;0.31235059761
