Criteria;Classifier;n;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
task_successful;cosine;1;1;61.0;28.0;45.0;62.0;0.49593495935;0.685393258427;0.575471698113
task_successful;jensen;1;1;52.0;19.0;54.0;71.0;0.422764227642;0.732394366197;0.536082474227
task_successful;cosine;2;1;61.0;26.0;47.0;62.0;0.49593495935;0.701149425287;0.580952380952
task_successful;jensen;2;1;33.0;11.0;62.0;90.0;0.268292682927;0.75;0.395209580838
task_successful;cosine;3;1;40.0;17.0;56.0;83.0;0.325203252033;0.701754385965;0.444444444444
task_successful;jensen;3;1;23.0;8.0;65.0;100.0;0.186991869919;0.741935483871;0.298701298701
task_failed;cosine;1;1;45.0;62.0;61.0;28.0;0.616438356164;0.420560747664;0.5
task_failed;jensen;1;1;54.0;71.0;52.0;19.0;0.739726027397;0.432;0.545454545455
task_failed;cosine;2;1;47.0;62.0;61.0;26.0;0.643835616438;0.43119266055;0.516483516484
task_failed;jensen;2;1;62.0;90.0;33.0;11.0;0.849315068493;0.407894736842;0.551111111111
task_failed;cosine;3;1;56.0;83.0;40.0;17.0;0.767123287671;0.402877697842;0.528301886792
task_failed;jensen;3;1;65.0;100.0;23.0;8.0;0.890410958904;0.393939393939;0.546218487395
short_interactions;cosine;1;1;47.0;0.0;50.0;2.0;0.959183673469;1.0;0.979166666667
short_interactions;jensen;1;1;47.0;0.0;50.0;2.0;0.959183673469;1.0;0.979166666667
short_interactions;cosine;2;1;48.0;0.0;50.0;1.0;0.979591836735;1.0;0.989690721649
short_interactions;jensen;2;1;49.0;2.0;48.0;0.0;1.0;0.960784313725;0.98
short_interactions;cosine;3;1;48.0;10.0;40.0;1.0;0.979591836735;0.827586206897;0.897196261682
short_interactions;jensen;3;1;48.0;14.0;36.0;1.0;0.979591836735;0.774193548387;0.864864864865
long_interactions;cosine;1;1;50.0;2.0;47.0;0.0;1.0;0.961538461538;0.980392156863
long_interactions;jensen;1;1;50.0;2.0;47.0;0.0;1.0;0.961538461538;0.980392156863
long_interactions;cosine;2;1;50.0;1.0;48.0;0.0;1.0;0.980392156863;0.990099009901
long_interactions;jensen;2;1;48.0;0.0;49.0;2.0;0.96;1.0;0.979591836735
long_interactions;cosine;3;1;40.0;1.0;48.0;10.0;0.8;0.975609756098;0.879120879121
long_interactions;jensen;3;1;36.0;1.0;48.0;14.0;0.72;0.972972972973;0.827586206897
word_accuracy_100;cosine;1;1;14.0;18.0;81.0;3.0;0.823529411765;0.4375;0.571428571429
word_accuracy_100;jensen;1;1;14.0;18.0;81.0;3.0;0.823529411765;0.4375;0.571428571429
word_accuracy_100;cosine;2;1;12.0;13.0;86.0;5.0;0.705882352941;0.48;0.571428571429
word_accuracy_100;jensen;2;1;14.0;29.0;70.0;3.0;0.823529411765;0.325581395349;0.466666666667
word_accuracy_100;cosine;3;1;11.0;18.0;81.0;6.0;0.647058823529;0.379310344828;0.478260869565
word_accuracy_100;jensen;3;1;15.0;54.0;45.0;2.0;0.882352941176;0.217391304348;0.348837209302
word_accuracy_60;cosine;1;1;81.0;3.0;14.0;18.0;0.818181818182;0.964285714286;0.885245901639
word_accuracy_60;jensen;1;1;81.0;3.0;14.0;18.0;0.818181818182;0.964285714286;0.885245901639
word_accuracy_60;cosine;2;1;86.0;5.0;12.0;13.0;0.868686868687;0.945054945055;0.905263157895
word_accuracy_60;jensen;2;1;70.0;3.0;14.0;29.0;0.707070707071;0.958904109589;0.813953488372
word_accuracy_60;cosine;3;1;81.0;6.0;11.0;18.0;0.818181818182;0.931034482759;0.870967741935
word_accuracy_60;jensen;3;1;45.0;2.0;15.0;54.0;0.454545454545;0.957446808511;0.616438356164
