Criteria;Classifier;n;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
task_success;kullback leibler;1;1;55.0;20.0;53.0;68.0;0.447154471545;0.733333333333;0.555555555556
task_success;kullback leibler;1;2;58.0;22.0;51.0;65.0;0.471544715447;0.725;0.571428571429
task_success;kullback leibler;1;3;63.0;27.0;46.0;60.0;0.512195121951;0.7;0.591549295775
task_success;kullback leibler;1;4;58.0;27.0;46.0;65.0;0.471544715447;0.682352941176;0.557692307692
task_success;kullback leibler;1;5;69.0;24.0;49.0;54.0;0.560975609756;0.741935483871;0.638888888889
task_success;kullback leibler;1;6;65.0;27.0;46.0;58.0;0.528455284553;0.70652173913;0.604651162791
task_success;kullback leibler;1;7;60.0;21.0;52.0;63.0;0.487804878049;0.740740740741;0.588235294118
task_success;kullback leibler;2;1;39.0;15.0;58.0;84.0;0.317073170732;0.722222222222;0.440677966102
task_success;kullback leibler;2;2;55.0;27.0;46.0;68.0;0.447154471545;0.670731707317;0.536585365854
task_success;kullback leibler;2;3;67.0;30.0;43.0;56.0;0.544715447154;0.690721649485;0.609090909091
task_success;kullback leibler;2;4;75.0;39.0;34.0;48.0;0.609756097561;0.657894736842;0.632911392405
task_success;kullback leibler;2;5;74.0;35.0;38.0;49.0;0.60162601626;0.678899082569;0.637931034483
task_success;kullback leibler;2;6;71.0;35.0;38.0;52.0;0.577235772358;0.669811320755;0.620087336245
task_success;kullback leibler;2;7;67.0;25.0;48.0;56.0;0.544715447154;0.728260869565;0.623255813953
task_success;kullback leibler;3;1;31.0;14.0;59.0;92.0;0.252032520325;0.688888888889;0.369047619048
task_success;kullback leibler;3;2;51.0;31.0;42.0;72.0;0.414634146341;0.621951219512;0.49756097561
task_success;kullback leibler;3;3;58.0;38.0;35.0;65.0;0.471544715447;0.604166666667;0.529680365297
task_success;kullback leibler;3;4;66.0;42.0;31.0;57.0;0.536585365854;0.611111111111;0.571428571429
task_success;kullback leibler;3;5;70.0;38.0;35.0;53.0;0.569105691057;0.648148148148;0.606060606061
task_success;kullback leibler;3;6;67.0;37.0;36.0;56.0;0.544715447154;0.644230769231;0.590308370044
task_success;kullback leibler;3;7;53.0;30.0;43.0;70.0;0.430894308943;0.638554216867;0.514563106796
