Criteria;Classifier;n;l;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
task_successful;cosine;1;0.05;1;61.0;28.0;45.0;62.0;0.49593495935;0.685393258427;0.575471698113
task_successful;cosine;1;0.25;1;62.0;28.0;45.0;61.0;0.50406504065;0.688888888889;0.582159624413
task_successful;cosine;1;0.5;1;57.0;27.0;46.0;66.0;0.463414634146;0.678571428571;0.550724637681
task_successful;jensen;1;0.05;1;52.0;19.0;54.0;71.0;0.422764227642;0.732394366197;0.536082474227
task_successful;jensen;1;0.25;1;37.0;10.0;63.0;86.0;0.30081300813;0.787234042553;0.435294117647
task_successful;jensen;1;0.5;1;22.0;3.0;70.0;101.0;0.178861788618;0.88;0.297297297297
task_successful;kullback leibler;1;0.05;1;55.0;20.0;53.0;68.0;0.447154471545;0.733333333333;0.555555555556
task_successful;kullback leibler;1;0.25;1;25.0;4.0;69.0;98.0;0.20325203252;0.862068965517;0.328947368421
task_successful;kullback leibler;1;0.5;1;11.0;3.0;70.0;112.0;0.0894308943089;0.785714285714;0.160583941606
task_successful;mean kullback leibler;1;0.05;1;55.0;19.0;54.0;68.0;0.447154471545;0.743243243243;0.558375634518
task_successful;mean kullback leibler;1;0.25;1;34.0;5.0;68.0;89.0;0.276422764228;0.871794871795;0.41975308642
task_successful;mean kullback leibler;1;0.5;1;17.0;3.0;70.0;106.0;0.138211382114;0.85;0.237762237762
task_successful;symmetric kullback leibler;1;0.05;1;55.0;19.0;54.0;68.0;0.447154471545;0.743243243243;0.558375634518
task_successful;symmetric kullback leibler;1;0.25;1;34.0;5.0;68.0;89.0;0.276422764228;0.871794871795;0.41975308642
task_successful;symmetric kullback leibler;1;0.5;1;17.0;3.0;70.0;106.0;0.138211382114;0.85;0.237762237762
task_successful;cosine;2;0.05;1;61.0;26.0;47.0;62.0;0.49593495935;0.701149425287;0.580952380952
task_successful;cosine;2;0.25;1;41.0;19.0;54.0;82.0;0.333333333333;0.683333333333;0.448087431694
task_successful;cosine;2;0.5;1;33.0;13.0;60.0;90.0;0.268292682927;0.717391304348;0.390532544379
task_successful;jensen;2;0.05;1;33.0;11.0;62.0;90.0;0.268292682927;0.75;0.395209580838
task_successful;jensen;2;0.25;1;10.0;1.0;72.0;113.0;0.0813008130081;0.909090909091;0.149253731343
task_successful;jensen;2;0.5;1;2.0;1.0;72.0;121.0;0.0162601626016;0.666666666667;0.031746031746
task_successful;kullback leibler;2;0.05;1;39.0;15.0;58.0;84.0;0.317073170732;0.722222222222;0.440677966102
task_successful;kullback leibler;2;0.25;1;9.0;1.0;72.0;114.0;0.0731707317073;0.9;0.135338345865
task_successful;kullback leibler;2;0.5;1;0.0;1.0;72.0;123.0;0;0;0
task_successful;mean kullback leibler;2;0.05;1;34.0;14.0;59.0;89.0;0.276422764228;0.708333333333;0.397660818713
task_successful;mean kullback leibler;2;0.25;1;10.0;2.0;71.0;113.0;0.0813008130081;0.833333333333;0.148148148148
task_successful;mean kullback leibler;2;0.5;1;2.0;1.0;72.0;121.0;0.0162601626016;0.666666666667;0.031746031746
task_successful;symmetric kullback leibler;2;0.05;1;34.0;14.0;59.0;89.0;0.276422764228;0.708333333333;0.397660818713
task_successful;symmetric kullback leibler;2;0.25;1;10.0;2.0;71.0;113.0;0.0813008130081;0.833333333333;0.148148148148
task_successful;symmetric kullback leibler;2;0.5;1;2.0;1.0;72.0;121.0;0.0162601626016;0.666666666667;0.031746031746
task_successful;cosine;3;0.05;1;40.0;17.0;56.0;83.0;0.325203252033;0.701754385965;0.444444444444
task_successful;cosine;3;0.25;1;25.0;5.0;68.0;98.0;0.20325203252;0.833333333333;0.326797385621
task_successful;cosine;3;0.5;1;16.0;2.0;71.0;107.0;0.130081300813;0.888888888889;0.22695035461
task_successful;jensen;3;0.05;1;23.0;8.0;65.0;100.0;0.186991869919;0.741935483871;0.298701298701
task_successful;jensen;3;0.25;1;5.0;1.0;72.0;118.0;0.0406504065041;0.833333333333;0.077519379845
task_successful;jensen;3;0.5;1;0.0;1.0;72.0;123.0;0;0;0
