Criteria;Classifier;n;l;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
simulated_worst_vs_real;cosine;1;0.05;1;549.0;86.0;110.0;1031.0;0.34746835443;0.864566929134;0.495711060948
simulated_worst_vs_real;cosine;1;0.25;1;350.0;43.0;153.0;1230.0;0.221518987342;0.89058524173;0.354789660416
simulated_worst_vs_real;cosine;1;0.5;1;126.0;13.0;183.0;1454.0;0.079746835443;0.906474820144;0.146596858639
simulated_worst_vs_real;cosine;1;0.05;2;421.0;51.0;145.0;1159.0;0.266455696203;0.891949152542;0.410331384016
simulated_worst_vs_real;cosine;1;0.25;2;205.0;19.0;177.0;1375.0;0.129746835443;0.915178571429;0.227272727273
simulated_worst_vs_real;cosine;1;0.5;2;68.0;10.0;186.0;1512.0;0.0430379746835;0.871794871795;0.0820265379976
simulated_worst_vs_real;jensen;1;0.05;1;274.0;34.0;162.0;1306.0;0.173417721519;0.88961038961;0.290254237288
simulated_worst_vs_real;jensen;1;0.25;1;3.0;0.0;196.0;1577.0;0.00189873417722;1.0;0.00379027163613
simulated_worst_vs_real;jensen;1;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated_worst_vs_real;jensen;1;0.05;2;93.0;17.0;179.0;1487.0;0.0588607594937;0.845454545455;0.110059171598
simulated_worst_vs_real;jensen;1;0.25;2;0.0;0.0;196.0;1580.0;0;0;0
simulated_worst_vs_real;jensen;1;0.5;2;0.0;0.0;196.0;1580.0;0;0;0
simulated_worst_vs_real;mean kullback leibler;1;0.05;1;159.0;31.0;165.0;1421.0;0.100632911392;0.836842105263;0.179661016949
simulated_worst_vs_real;mean kullback leibler;1;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated_worst_vs_real;mean kullback leibler;1;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated_worst_vs_real;mean kullback leibler;1;0.05;2;39.0;11.0;185.0;1541.0;0.0246835443038;0.78;0.0478527607362
simulated_worst_vs_real;mean kullback leibler;1;0.25;2;1.0;0.0;196.0;1579.0;0.000632911392405;1.0;0.00126502213789
simulated_worst_vs_real;mean kullback leibler;1;0.5;2;0.0;0.0;196.0;1580.0;0;0;0
simulated_worst_vs_real;rank order;1;0.05;1;0.0;0.0;196.0;1580.0;0;0;0
simulated_worst_vs_real;rank order;1;0.25;1;0.0;0.0;196.0;1580.0;0;0;0
simulated_worst_vs_real;rank order;1;0.5;1;0.0;0.0;196.0;1580.0;0;0;0
simulated_worst_vs_real;rank order;1;0.05;2;0.0;0.0;196.0;1580.0;0;0;0
simulated_worst_vs_real;rank order;1;0.25;2;0.0;0.0;196.0;1580.0;0;0;0
