Criteria,Classifier,n,Freq. Threshold,TP,FP,TN,FN,Recall,Precision,F-Measure
task_success,cosine,1,1,78.0,49.0,24.0,45.0,0.634146341463,0.614173228346,0.624
task_success,cosine,1,2,45.0,24.0,49.0,78.0,0.365853658537,0.652173913043,0.46875
task_success,cosine,1,3,90.0,46.0,27.0,33.0,0.731707317073,0.661764705882,0.694980694981
task_success,cosine,1,4,95.0,58.0,15.0,28.0,0.772357723577,0.62091503268,0.688405797101
task_success,cosine,1,5,105.0,59.0,14.0,18.0,0.853658536585,0.640243902439,0.731707317073
task_success,cosine,1,6,43.0,18.0,55.0,80.0,0.349593495935,0.704918032787,0.467391304348
task_success,cosine,1,7,17.0,4.0,69.0,106.0,0.138211382114,0.809523809524,0.236111111111
task_success,jensen,1,1,24.0,17.0,56.0,99.0,0.19512195122,0.585365853659,0.292682926829
task_success,jensen,1,2,24.0,13.0,60.0,99.0,0.19512195122,0.648648648649,0.3
task_success,jensen,1,3,32.0,19.0,54.0,91.0,0.260162601626,0.627450980392,0.367816091954
task_success,jensen,1,4,85.0,55.0,18.0,38.0,0.691056910569,0.607142857143,0.6463878327
task_success,jensen,1,5,100.0,54.0,19.0,23.0,0.813008130081,0.649350649351,0.72202166065
task_success,jensen,1,6,35.0,9.0,64.0,88.0,0.284552845528,0.795454545455,0.419161676647
task_success,jensen,1,7,7.0,1.0,72.0,116.0,0.0569105691057,0.875,0.106870229008
task_success,kullback leibler,1,1,15.0,9.0,64.0,108.0,0.121951219512,0.625,0.204081632653
task_success,kullback leibler,1,2,18.0,14.0,59.0,105.0,0.146341463415,0.5625,0.232258064516
task_success,kullback leibler,1,3,35.0,24.0,49.0,88.0,0.284552845528,0.593220338983,0.384615384615
task_success,kullback leibler,1,4,82.0,53.0,20.0,41.0,0.666666666667,0.607407407407,0.635658914729
task_success,kullback leibler,1,5,103.0,55.0,18.0,20.0,0.837398373984,0.651898734177,0.733096085409
task_success,kullback leibler,1,6,55.0,19.0,54.0,68.0,0.447154471545,0.743243243243,0.558375634518
task_success,kullback leibler,1,7,6.0,1.0,72.0,117.0,0.0487804878049,0.857142857143,0.0923076923077
task_success,mean kullback leibler,1,1,20.0,12.0,61.0,103.0,0.162601626016,0.625,0.258064516129
task_success,mean kullback leibler,1,2,25.0,13.0,60.0,98.0,0.20325203252,0.657894736842,0.310559006211
task_success,mean kullback leibler,1,3,32.0,21.0,52.0,91.0,0.260162601626,0.603773584906,0.363636363636
task_success,mean kullback leibler,1,4,84.0,54.0,19.0,39.0,0.682926829268,0.608695652174,0.64367816092
task_success,mean kullback leibler,1,5,102.0,56.0,17.0,21.0,0.829268292683,0.645569620253,0.725978647687
task_success,mean kullback leibler,1,6,43.0,13.0,60.0,80.0,0.349593495935,0.767857142857,0.480446927374
task_success,mean kullback leibler,1,7,8.0,1.0,72.0,115.0,0.0650406504065,0.888888888889,0.121212121212
task_success,symmetric kullback leibler,1,1,20.0,12.0,61.0,103.0,0.162601626016,0.625,0.258064516129
task_success,symmetric kullback leibler,1,2,25.0,13.0,60.0,98.0,0.20325203252,0.657894736842,0.310559006211
task_success,symmetric kullback leibler,1,3,32.0,21.0,52.0,91.0,0.260162601626,0.603773584906,0.363636363636
task_success,symmetric kullback leibler,1,4,84.0,54.0,19.0,39.0,0.682926829268,0.608695652174,0.64367816092
task_success,symmetric kullback leibler,1,5,102.0,56.0,17.0,21.0,0.829268292683,0.645569620253,0.725978647687
task_success,symmetric kullback leibler,1,6,43.0,13.0,60.0,80.0,0.349593495935,0.767857142857,0.480446927374
task_success,symmetric kullback leibler,1,7,8.0,1.0,72.0,115.0,0.0650406504065,0.888888888889,0.121212121212
task_success,cosine,2,1,7.0,4.0,69.0,116.0,0.0569105691057,0.636363636364,0.10447761194
task_success,cosine,2,2,118.0,70.0,3.0,5.0,0.959349593496,0.627659574468,0.75884244373
task_success,cosine,2,3,117.0,69.0,4.0,6.0,0.951219512195,0.629032258065,0.757281553398
task_success,cosine,2,4,116.0,72.0,1.0,7.0,0.943089430894,0.617021276596,0.745980707395
task_success,cosine,2,5,46.0,28.0,45.0,77.0,0.373983739837,0.621621621622,0.467005076142
task_success,cosine,2,6,36.0,24.0,49.0,87.0,0.292682926829,0.6,0.393442622951
task_success,cosine,2,7,41.0,28.0,45.0,82.0,0.333333333333,0.594202898551,0.427083333333
task_success,jensen,2,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,jensen,2,2,99.0,50.0,23.0,24.0,0.80487804878,0.664429530201,0.727941176471
task_success,jensen,2,3,86.0,46.0,27.0,37.0,0.69918699187,0.651515151515,0.674509803922
task_success,jensen,2,4,103.0,51.0,22.0,20.0,0.837398373984,0.668831168831,0.743682310469
task_success,jensen,2,5,28.0,14.0,59.0,95.0,0.227642276423,0.666666666667,0.339393939394
task_success,jensen,2,6,22.0,13.0,60.0,101.0,0.178861788618,0.628571428571,0.278481012658
task_success,jensen,2,7,16.0,11.0,62.0,107.0,0.130081300813,0.592592592593,0.213333333333
task_success,kullback leibler,2,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,kullback leibler,2,2,83.0,39.0,34.0,40.0,0.674796747967,0.680327868852,0.677551020408
task_success,kullback leibler,2,3,82.0,42.0,31.0,41.0,0.666666666667,0.661290322581,0.663967611336
task_success,kullback leibler,2,4,100.0,56.0,17.0,23.0,0.813008130081,0.641025641026,0.716845878136
task_success,kullback leibler,2,5,31.0,26.0,47.0,92.0,0.252032520325,0.543859649123,0.344444444444
task_success,kullback leibler,2,6,22.0,12.0,61.0,101.0,0.178861788618,0.647058823529,0.28025477707
task_success,kullback leibler,2,7,13.0,14.0,59.0,110.0,0.105691056911,0.481481481481,0.173333333333
task_success,mean kullback leibler,2,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,mean kullback leibler,2,2,90.0,45.0,28.0,33.0,0.731707317073,0.666666666667,0.697674418605
task_success,mean kullback leibler,2,3,86.0,46.0,27.0,37.0,0.69918699187,0.651515151515,0.674509803922
task_success,mean kullback leibler,2,4,104.0,54.0,19.0,19.0,0.845528455285,0.658227848101,0.740213523132
task_success,mean kullback leibler,2,5,29.0,16.0,57.0,94.0,0.235772357724,0.644444444444,0.345238095238
task_success,mean kullback leibler,2,6,23.0,13.0,60.0,100.0,0.186991869919,0.638888888889,0.289308176101
task_success,mean kullback leibler,2,7,15.0,11.0,62.0,108.0,0.121951219512,0.576923076923,0.201342281879
task_success,symmetric kullback leibler,2,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,symmetric kullback leibler,2,2,90.0,45.0,28.0,33.0,0.731707317073,0.666666666667,0.697674418605
task_success,symmetric kullback leibler,2,3,86.0,46.0,27.0,37.0,0.69918699187,0.651515151515,0.674509803922
task_success,symmetric kullback leibler,2,4,104.0,54.0,19.0,19.0,0.845528455285,0.658227848101,0.740213523132
task_success,symmetric kullback leibler,2,5,29.0,16.0,57.0,94.0,0.235772357724,0.644444444444,0.345238095238
task_success,symmetric kullback leibler,2,6,23.0,13.0,60.0,100.0,0.186991869919,0.638888888889,0.289308176101
task_success,symmetric kullback leibler,2,7,15.0,11.0,62.0,108.0,0.121951219512,0.576923076923,0.201342281879
task_success,cosine,3,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,cosine,3,2,10.0,3.0,70.0,113.0,0.0813008130081,0.769230769231,0.147058823529
task_success,cosine,3,3,20.0,4.0,69.0,103.0,0.162601626016,0.833333333333,0.272108843537
task_success,cosine,3,4,10.0,0.0,73.0,113.0,0.0813008130081,1.0,0.15037593985
task_success,cosine,3,5,7.0,1.0,72.0,116.0,0.0569105691057,0.875,0.106870229008
task_success,cosine,3,6,4.0,2.0,71.0,119.0,0.0325203252033,0.666666666667,0.062015503876
task_success,cosine,3,7,45.0,10.0,63.0,78.0,0.365853658537,0.818181818182,0.505617977528
task_success,jensen,3,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,jensen,3,2,1.0,0.0,73.0,122.0,0.00813008130081,1.0,0.0161290322581
task_success,jensen,3,3,8.0,2.0,71.0,115.0,0.0650406504065,0.8,0.12030075188
task_success,jensen,3,4,12.0,0.0,73.0,111.0,0.0975609756098,1.0,0.177777777778
task_success,jensen,3,5,7.0,2.0,71.0,116.0,0.0569105691057,0.777777777778,0.106060606061
task_success,jensen,3,6,2.0,3.0,70.0,121.0,0.0162601626016,0.4,0.03125
task_success,jensen,3,7,35.0,10.0,63.0,88.0,0.284552845528,0.777777777778,0.416666666667
task_success,kullback leibler,3,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,kullback leibler,3,2,3.0,0.0,73.0,120.0,0.0243902439024,1.0,0.047619047619
task_success,kullback leibler,3,3,10.0,2.0,71.0,113.0,0.0813008130081,0.833333333333,0.148148148148
task_success,kullback leibler,3,4,13.0,0.0,73.0,110.0,0.105691056911,1.0,0.191176470588
task_success,kullback leibler,3,5,10.0,3.0,70.0,113.0,0.0813008130081,0.769230769231,0.147058823529
task_success,kullback leibler,3,6,2.0,4.0,69.0,121.0,0.0162601626016,0.333333333333,0.031007751938
task_success,kullback leibler,3,7,41.0,12.0,61.0,82.0,0.333333333333,0.77358490566,0.465909090909
task_success,mean kullback leibler,3,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,mean kullback leibler,3,2,1.0,0.0,73.0,122.0,0.00813008130081,1.0,0.0161290322581
task_success,mean kullback leibler,3,3,7.0,2.0,71.0,116.0,0.0569105691057,0.777777777778,0.106060606061
task_success,mean kullback leibler,3,4,10.0,0.0,73.0,113.0,0.0813008130081,1.0,0.15037593985
task_success,mean kullback leibler,3,5,5.0,2.0,71.0,118.0,0.0406504065041,0.714285714286,0.0769230769231
task_success,mean kullback leibler,3,6,2.0,2.0,71.0,121.0,0.0162601626016,0.5,0.0314960629921
task_success,mean kullback leibler,3,7,32.0,9.0,64.0,91.0,0.260162601626,0.780487804878,0.390243902439
task_success,symmetric kullback leibler,3,1,0.0,0.0,73.0,123.0,0,0,0.0
