Criteria,Classifier,n,Freq. Threshold,TP,FP,TN,FN,Recall,Precision,F-Measure
task_success,cosine,1,1,63.0,38.0,35.0,60.0,0.512195121951,0.623762376238,0.5625
task_success,cosine,1,2,103.0,57.0,16.0,20.0,0.837398373984,0.64375,0.727915194346
task_success,cosine,1,3,58.0,26.0,47.0,65.0,0.471544715447,0.690476190476,0.56038647343
task_success,cosine,1,4,48.0,20.0,53.0,75.0,0.390243902439,0.705882352941,0.502617801047
task_success,cosine,1,5,49.0,18.0,55.0,74.0,0.39837398374,0.731343283582,0.515789473684
task_success,cosine,1,6,35.0,11.0,62.0,88.0,0.284552845528,0.760869565217,0.414201183432
task_success,cosine,1,7,18.0,3.0,70.0,105.0,0.146341463415,0.857142857143,0.25
task_success,jensen,1,1,33.0,15.0,58.0,90.0,0.268292682927,0.6875,0.385964912281
task_success,jensen,1,2,69.0,32.0,41.0,54.0,0.560975609756,0.683168316832,0.616071428571
task_success,jensen,1,3,46.0,17.0,56.0,77.0,0.373983739837,0.730158730159,0.494623655914
task_success,jensen,1,4,37.0,11.0,62.0,86.0,0.30081300813,0.770833333333,0.432748538012
task_success,jensen,1,5,34.0,11.0,62.0,89.0,0.276422764228,0.755555555556,0.404761904762
task_success,jensen,1,6,32.0,6.0,67.0,91.0,0.260162601626,0.842105263158,0.39751552795
task_success,jensen,1,7,14.0,1.0,72.0,109.0,0.113821138211,0.933333333333,0.202898550725
task_success,kullback leibler,1,1,8.0,4.0,69.0,115.0,0.0650406504065,0.666666666667,0.118518518519
task_success,kullback leibler,1,2,37.0,13.0,60.0,86.0,0.30081300813,0.74,0.42774566474
task_success,kullback leibler,1,3,39.0,11.0,62.0,84.0,0.317073170732,0.78,0.450867052023
task_success,kullback leibler,1,4,11.0,7.0,66.0,112.0,0.0894308943089,0.611111111111,0.156028368794
task_success,kullback leibler,1,5,18.0,10.0,63.0,105.0,0.146341463415,0.642857142857,0.238410596026
task_success,kullback leibler,1,6,31.0,6.0,67.0,92.0,0.252032520325,0.837837837838,0.3875
task_success,kullback leibler,1,7,8.0,1.0,72.0,115.0,0.0650406504065,0.888888888889,0.121212121212
task_success,mean kullback leibler,1,1,15.0,4.0,69.0,108.0,0.121951219512,0.789473684211,0.211267605634
task_success,mean kullback leibler,1,2,62.0,27.0,46.0,61.0,0.50406504065,0.696629213483,0.584905660377
task_success,mean kullback leibler,1,3,39.0,15.0,58.0,84.0,0.317073170732,0.722222222222,0.440677966102
task_success,mean kullback leibler,1,4,30.0,9.0,64.0,93.0,0.243902439024,0.769230769231,0.37037037037
task_success,mean kullback leibler,1,5,33.0,9.0,64.0,90.0,0.268292682927,0.785714285714,0.4
task_success,mean kullback leibler,1,6,34.0,7.0,66.0,89.0,0.276422764228,0.829268292683,0.414634146341
task_success,mean kullback leibler,1,7,14.0,1.0,72.0,109.0,0.113821138211,0.933333333333,0.202898550725
task_success,symmetric kullback leibler,1,1,15.0,4.0,69.0,108.0,0.121951219512,0.789473684211,0.211267605634
task_success,symmetric kullback leibler,1,2,62.0,27.0,46.0,61.0,0.50406504065,0.696629213483,0.584905660377
task_success,symmetric kullback leibler,1,3,39.0,15.0,58.0,84.0,0.317073170732,0.722222222222,0.440677966102
task_success,symmetric kullback leibler,1,4,30.0,9.0,64.0,93.0,0.243902439024,0.769230769231,0.37037037037
task_success,symmetric kullback leibler,1,5,33.0,9.0,64.0,90.0,0.268292682927,0.785714285714,0.4
task_success,symmetric kullback leibler,1,6,34.0,7.0,66.0,89.0,0.276422764228,0.829268292683,0.414634146341
task_success,symmetric kullback leibler,1,7,14.0,1.0,72.0,109.0,0.113821138211,0.933333333333,0.202898550725
task_success,cosine,2,1,53.0,22.0,51.0,70.0,0.430894308943,0.706666666667,0.535353535354
task_success,cosine,2,2,111.0,68.0,5.0,12.0,0.90243902439,0.620111731844,0.735099337748
task_success,cosine,2,3,116.0,72.0,1.0,7.0,0.943089430894,0.617021276596,0.745980707395
task_success,cosine,2,4,78.0,50.0,23.0,45.0,0.634146341463,0.609375,0.621513944223
task_success,cosine,2,5,21.0,8.0,65.0,102.0,0.170731707317,0.724137931034,0.276315789474
task_success,cosine,2,6,62.0,39.0,34.0,61.0,0.50406504065,0.613861386139,0.553571428571
task_success,cosine,2,7,44.0,30.0,43.0,79.0,0.357723577236,0.594594594595,0.446700507614
task_success,jensen,2,1,5.0,1.0,72.0,118.0,0.0406504065041,0.833333333333,0.077519379845
task_success,jensen,2,2,66.0,24.0,49.0,57.0,0.536585365854,0.733333333333,0.619718309859
task_success,jensen,2,3,109.0,57.0,16.0,14.0,0.886178861789,0.656626506024,0.754325259516
task_success,jensen,2,4,60.0,40.0,33.0,63.0,0.487804878049,0.6,0.538116591928
task_success,jensen,2,5,9.0,3.0,70.0,114.0,0.0731707317073,0.75,0.133333333333
task_success,jensen,2,6,23.0,22.0,51.0,100.0,0.186991869919,0.511111111111,0.27380952381
task_success,jensen,2,7,27.0,17.0,56.0,96.0,0.219512195122,0.613636363636,0.323353293413
task_success,kullback leibler,2,1,6.0,1.0,72.0,117.0,0.0487804878049,0.857142857143,0.0923076923077
task_success,kullback leibler,2,2,63.0,28.0,45.0,60.0,0.512195121951,0.692307692308,0.588785046729
task_success,kullback leibler,2,3,106.0,51.0,22.0,17.0,0.861788617886,0.675159235669,0.757142857143
task_success,kullback leibler,2,4,66.0,41.0,32.0,57.0,0.536585365854,0.616822429907,0.573913043478
task_success,kullback leibler,2,5,16.0,8.0,65.0,107.0,0.130081300813,0.666666666667,0.21768707483
