Criteria,Classifier,n,Freq. Threshold,TP,FP,TN,FN,Recall,Precision,F-Measure
task_success,cosine,1,1,63.0,38.0,35.0,60.0,0.512195121951,0.623762376238,0.5625
task_success,cosine,2,1,49.0,20.0,53.0,74.0,0.39837398374,0.710144927536,0.510416666667
task_success,cosine,3,1,10.0,5.0,68.0,113.0,0.0813008130081,0.666666666667,0.144927536232
task_success,cosine,4,1,3.0,2.0,71.0,120.0,0.0243902439024,0.6,0.046875
task_success,cosine,5,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,cosine,6,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,cosine,7,1,0.0,0.0,73.0,123.0,0,0,0.0
task_success,cosine,8,1,0.0,0.0,73.0,123.0,0,0,0.0
length_of_interaction,cosine,1,1,48.0,23.0,27.0,1.0,0.979591836735,0.676056338028,0.8
length_of_interaction,cosine,2,1,49.0,39.0,11.0,0.0,1.0,0.556818181818,0.715328467153
length_of_interaction,cosine,3,1,32.0,25.0,25.0,17.0,0.65306122449,0.561403508772,0.603773584906
length_of_interaction,cosine,4,1,49.0,36.0,14.0,0.0,1.0,0.576470588235,0.731343283582
length_of_interaction,cosine,5,1,4.0,3.0,47.0,45.0,0.0816326530612,0.571428571429,0.142857142857
length_of_interaction,cosine,6,1,14.0,34.0,16.0,35.0,0.285714285714,0.291666666667,0.288659793814
length_of_interaction,cosine,7,1,24.0,25.0,25.0,25.0,0.489795918367,0.489795918367,0.489795918367
length_of_interaction,cosine,8,1,0.0,0.0,50.0,49.0,0,0,0.0
word_accuracy,cosine,1,1,7.0,20.0,79.0,10.0,0.411764705882,0.259259259259,0.318181818182
word_accuracy,cosine,2,1,17.0,75.0,24.0,0.0,1.0,0.184782608696,0.311926605505
word_accuracy,cosine,3,1,16.0,99.0,0.0,1.0,0.941176470588,0.139130434783,0.242424242424
word_accuracy,cosine,4,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,5,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,6,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,7,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,8,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
