Criteria;Classifier;n;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
task_successful;cosine;1;1;61.0;28.0;45.0;62.0;0.49593495935;0.685393258427;0.575471698113
task_successful;cosine;1;2;63.0;28.0;45.0;60.0;0.512195121951;0.692307692308;0.588785046729
task_successful;cosine;1;3;64.0;28.0;45.0;59.0;0.520325203252;0.695652173913;0.595348837209
task_successful;cosine;1;4;61.0;26.0;47.0;62.0;0.49593495935;0.701149425287;0.580952380952
task_successful;cosine;1;5;62.0;25.0;48.0;61.0;0.50406504065;0.712643678161;0.590476190476
task_successful;cosine;1;6;59.0;25.0;48.0;64.0;0.479674796748;0.702380952381;0.570048309179
task_successful;cosine;1;7;65.0;24.0;49.0;58.0;0.528455284553;0.730337078652;0.61320754717
task_successful;jensen;1;1;52.0;19.0;54.0;71.0;0.422764227642;0.732394366197;0.536082474227
task_successful;jensen;1;2;61.0;23.0;50.0;62.0;0.49593495935;0.72619047619;0.589371980676
task_successful;jensen;1;3;62.0;26.0;47.0;61.0;0.50406504065;0.704545454545;0.587677725118
task_successful;jensen;1;4;62.0;26.0;47.0;61.0;0.50406504065;0.704545454545;0.587677725118
task_successful;jensen;1;5;73.0;25.0;48.0;50.0;0.593495934959;0.744897959184;0.660633484163
task_successful;jensen;1;6;69.0;26.0;47.0;54.0;0.560975609756;0.726315789474;0.633027522936
task_successful;jensen;1;7;65.0;22.0;51.0;58.0;0.528455284553;0.747126436782;0.619047619048
task_successful;kullback leibler;1;1;55.0;20.0;53.0;68.0;0.447154471545;0.733333333333;0.555555555556
task_successful;kullback leibler;1;2;58.0;22.0;51.0;65.0;0.471544715447;0.725;0.571428571429
task_successful;kullback leibler;1;3;63.0;27.0;46.0;60.0;0.512195121951;0.7;0.591549295775
task_successful;kullback leibler;1;4;58.0;27.0;46.0;65.0;0.471544715447;0.682352941176;0.557692307692
task_successful;kullback leibler;1;5;69.0;24.0;49.0;54.0;0.560975609756;0.741935483871;0.638888888889
task_successful;kullback leibler;1;6;65.0;27.0;46.0;58.0;0.528455284553;0.70652173913;0.604651162791
task_successful;kullback leibler;1;7;60.0;21.0;52.0;63.0;0.487804878049;0.740740740741;0.588235294118
task_successful;mean kullback leibler;1;1;55.0;19.0;54.0;68.0;0.447154471545;0.743243243243;0.558375634518
task_successful;mean kullback leibler;1;2;65.0;24.0;49.0;58.0;0.528455284553;0.730337078652;0.61320754717
task_successful;mean kullback leibler;1;3;64.0;25.0;48.0;59.0;0.520325203252;0.719101123596;0.603773584906
task_successful;mean kullback leibler;1;4;68.0;26.0;47.0;55.0;0.552845528455;0.723404255319;0.626728110599
task_successful;mean kullback leibler;1;5;71.0;25.0;48.0;52.0;0.577235772358;0.739583333333;0.648401826484
task_successful;mean kullback leibler;1;6;68.0;25.0;48.0;55.0;0.552845528455;0.731182795699;0.62962962963
task_successful;mean kullback leibler;1;7;64.0;23.0;50.0;59.0;0.520325203252;0.735632183908;0.609523809524
task_successful;symmetric kullback leibler;1;1;55.0;19.0;54.0;68.0;0.447154471545;0.743243243243;0.558375634518
task_successful;symmetric kullback leibler;1;2;65.0;24.0;49.0;58.0;0.528455284553;0.730337078652;0.61320754717
task_successful;symmetric kullback leibler;1;3;64.0;25.0;48.0;59.0;0.520325203252;0.719101123596;0.603773584906
task_successful;symmetric kullback leibler;1;4;68.0;26.0;47.0;55.0;0.552845528455;0.723404255319;0.626728110599
task_successful;symmetric kullback leibler;1;5;71.0;25.0;48.0;52.0;0.577235772358;0.739583333333;0.648401826484
task_successful;symmetric kullback leibler;1;6;68.0;25.0;48.0;55.0;0.552845528455;0.731182795699;0.62962962963
task_successful;symmetric kullback leibler;1;7;64.0;23.0;50.0;59.0;0.520325203252;0.735632183908;0.609523809524
task_successful;cosine;2;1;61.0;26.0;47.0;62.0;0.49593495935;0.701149425287;0.580952380952
task_successful;cosine;2;2;64.0;27.0;46.0;59.0;0.520325203252;0.703296703297;0.598130841121
task_successful;cosine;2;3;69.0;24.0;49.0;54.0;0.560975609756;0.741935483871;0.638888888889
task_successful;cosine;2;4;65.0;27.0;46.0;58.0;0.528455284553;0.70652173913;0.604651162791
task_successful;cosine;2;5;64.0;26.0;47.0;59.0;0.520325203252;0.711111111111;0.600938967136
task_successful;cosine;2;6;58.0;26.0;47.0;65.0;0.471544715447;0.690476190476;0.56038647343
task_successful;cosine;2;7;49.0;22.0;51.0;74.0;0.39837398374;0.69014084507;0.505154639175
task_successful;jensen;2;1;33.0;11.0;62.0;90.0;0.268292682927;0.75;0.395209580838
task_successful;jensen;2;2;55.0;23.0;50.0;68.0;0.447154471545;0.705128205128;0.547263681592
task_successful;jensen;2;3;64.0;30.0;43.0;59.0;0.520325203252;0.68085106383;0.589861751152
task_successful;jensen;2;4;73.0;38.0;35.0;50.0;0.593495934959;0.657657657658;0.623931623932
task_successful;jensen;2;5;77.0;36.0;37.0;46.0;0.626016260163;0.681415929204;0.652542372881
task_successful;jensen;2;6;72.0;38.0;35.0;51.0;0.585365853659;0.654545454545;0.618025751073
task_successful;jensen;2;7;61.0;31.0;42.0;62.0;0.49593495935;0.663043478261;0.567441860465
task_successful;kullback leibler;2;1;39.0;15.0;58.0;84.0;0.317073170732;0.722222222222;0.440677966102
task_successful;kullback leibler;2;2;55.0;27.0;46.0;68.0;0.447154471545;0.670731707317;0.536585365854
task_successful;kullback leibler;2;3;67.0;30.0;43.0;56.0;0.544715447154;0.690721649485;0.609090909091
task_successful;kullback leibler;2;4;75.0;39.0;34.0;48.0;0.609756097561;0.657894736842;0.632911392405
task_successful;kullback leibler;2;5;74.0;35.0;38.0;49.0;0.60162601626;0.678899082569;0.637931034483
task_successful;kullback leibler;2;6;71.0;35.0;38.0;52.0;0.577235772358;0.669811320755;0.620087336245
task_successful;kullback leibler;2;7;67.0;25.0;48.0;56.0;0.544715447154;0.728260869565;0.623255813953
task_successful;mean kullback leibler;2;1;34.0;14.0;59.0;89.0;0.276422764228;0.708333333333;0.397660818713
task_successful;mean kullback leibler;2;2;55.0;22.0;51.0;68.0;0.447154471545;0.714285714286;0.55
task_successful;mean kullback leibler;2;3;64.0;31.0;42.0;59.0;0.520325203252;0.673684210526;0.587155963303
task_successful;mean kullback leibler;2;4;72.0;37.0;36.0;51.0;0.585365853659;0.660550458716;0.620689655172
task_successful;mean kullback leibler;2;5;77.0;36.0;37.0;46.0;0.626016260163;0.681415929204;0.652542372881
task_successful;mean kullback leibler;2;6;72.0;37.0;36.0;51.0;0.585365853659;0.660550458716;0.620689655172
task_successful;mean kullback leibler;2;7;66.0;29.0;44.0;57.0;0.536585365854;0.694736842105;0.605504587156
task_successful;symmetric kullback leibler;2;1;34.0;14.0;59.0;89.0;0.276422764228;0.708333333333;0.397660818713
task_successful;symmetric kullback leibler;2;2;55.0;22.0;51.0;68.0;0.447154471545;0.714285714286;0.55
task_successful;symmetric kullback leibler;2;3;64.0;31.0;42.0;59.0;0.520325203252;0.673684210526;0.587155963303
task_successful;symmetric kullback leibler;2;4;72.0;37.0;36.0;51.0;0.585365853659;0.660550458716;0.620689655172
task_successful;symmetric kullback leibler;2;5;77.0;36.0;37.0;46.0;0.626016260163;0.681415929204;0.652542372881
task_successful;symmetric kullback leibler;2;6;72.0;37.0;36.0;51.0;0.585365853659;0.660550458716;0.620689655172
task_successful;symmetric kullback leibler;2;7;66.0;29.0;44.0;57.0;0.536585365854;0.694736842105;0.605504587156
task_successful;cosine;3;1;40.0;17.0;56.0;83.0;0.325203252033;0.701754385965;0.444444444444
