Criteria;Classifier;n;l;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
task_successful;rank order;1;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;2;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;3;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;4;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;5;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;6;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;7;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_successful;rank order;8;0.05;2;0.0;0.0;73.0;123.0;0;0;0
task_failed;rank order;1;0.05;2;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;rank order;2;0.05;2;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;rank order;3;0.05;2;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;rank order;4;0.05;2;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;rank order;5;0.05;2;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;rank order;6;0.05;2;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;rank order;7;0.05;2;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;rank order;8;0.05;2;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
word_accuracy_100;rank order;1;0.05;2;17.0;99.0;0.0;0.0;1.0;0.146551724138;0.255639097744
word_accuracy_100;rank order;2;0.05;2;17.0;99.0;0.0;0.0;1.0;0.146551724138;0.255639097744
word_accuracy_100;rank order;3;0.05;2;17.0;99.0;0.0;0.0;1.0;0.146551724138;0.255639097744
word_accuracy_100;rank order;4;0.05;2;17.0;99.0;0.0;0.0;1.0;0.146551724138;0.255639097744
word_accuracy_100;rank order;5;0.05;2;17.0;99.0;0.0;0.0;1.0;0.146551724138;0.255639097744
word_accuracy_100;rank order;6;0.05;2;17.0;99.0;0.0;0.0;1.0;0.146551724138;0.255639097744
word_accuracy_100;rank order;7;0.05;2;17.0;99.0;0.0;0.0;1.0;0.146551724138;0.255639097744
word_accuracy_100;rank order;8;0.05;2;17.0;99.0;0.0;0.0;1.0;0.146551724138;0.255639097744
word_accuracy_60;rank order;1;0.05;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;2;0.05;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;3;0.05;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;4;0.05;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;5;0.05;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;6;0.05;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;7;0.05;2;0.0;0.0;17.0;99.0;0;0;0
word_accuracy_60;rank order;8;0.05;2;0.0;0.0;17.0;99.0;0;0;0
