Criteria;Classifier;n;l;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
task_successful;cosine;3;0.05;1;40.0;17.0;56.0;83.0;0.325203252033;0.701754385965;0.444444444444
task_successful;cosine;3;0.25;1;25.0;5.0;68.0;98.0;0.20325203252;0.833333333333;0.326797385621
task_successful;cosine;3;0.5;1;16.0;2.0;71.0;107.0;0.130081300813;0.888888888889;0.22695035461
task_successful;jensen;3;0.05;1;23.0;8.0;65.0;100.0;0.186991869919;0.741935483871;0.298701298701
task_successful;jensen;3;0.25;1;5.0;1.0;72.0;118.0;0.0406504065041;0.833333333333;0.077519379845
task_successful;jensen;3;0.5;1;0.0;1.0;72.0;123.0;0;0;0
task_successful;kullback leibler;3;0.05;1;31.0;14.0;59.0;92.0;0.252032520325;0.688888888889;0.369047619048
task_successful;kullback leibler;3;0.25;1;3.0;1.0;72.0;120.0;0.0243902439024;0.75;0.0472440944882
task_successful;kullback leibler;3;0.5;1;0.0;1.0;72.0;123.0;0;0;0
task_successful;mean kullback leibler;3;0.05;1;23.0;8.0;65.0;100.0;0.186991869919;0.741935483871;0.298701298701
task_successful;mean kullback leibler;3;0.25;1;5.0;1.0;72.0;118.0;0.0406504065041;0.833333333333;0.077519379845
task_successful;mean kullback leibler;3;0.5;1;0.0;1.0;72.0;123.0;0;0;0
task_successful;symmetric kullback leibler;3;0.05;1;23.0;8.0;65.0;100.0;0.186991869919;0.741935483871;0.298701298701
task_successful;symmetric kullback leibler;3;0.25;1;5.0;1.0;72.0;118.0;0.0406504065041;0.833333333333;0.077519379845
task_successful;symmetric kullback leibler;3;0.5;1;0.0;1.0;72.0;123.0;0;0;0
task_failed;cosine;3;0.05;1;56.0;83.0;40.0;17.0;0.767123287671;0.402877697842;0.528301886792
task_failed;cosine;3;0.25;1;68.0;98.0;25.0;5.0;0.931506849315;0.409638554217;0.569037656904
task_failed;cosine;3;0.5;1;71.0;107.0;16.0;2.0;0.972602739726;0.398876404494;0.565737051793
task_failed;jensen;3;0.05;1;65.0;100.0;23.0;8.0;0.890410958904;0.393939393939;0.546218487395
task_failed;jensen;3;0.25;1;72.0;118.0;5.0;1.0;0.986301369863;0.378947368421;0.54752851711
task_failed;jensen;3;0.5;1;72.0;123.0;0.0;1.0;0.986301369863;0.369230769231;0.537313432836
task_failed;kullback leibler;3;0.05;1;59.0;92.0;31.0;14.0;0.808219178082;0.390728476821;0.526785714286
task_failed;kullback leibler;3;0.25;1;72.0;120.0;3.0;1.0;0.986301369863;0.375;0.543396226415
task_failed;kullback leibler;3;0.5;1;72.0;123.0;0.0;1.0;0.986301369863;0.369230769231;0.537313432836
task_failed;mean kullback leibler;3;0.05;1;65.0;100.0;23.0;8.0;0.890410958904;0.393939393939;0.546218487395
task_failed;mean kullback leibler;3;0.25;1;72.0;118.0;5.0;1.0;0.986301369863;0.378947368421;0.54752851711
task_failed;mean kullback leibler;3;0.5;1;72.0;123.0;0.0;1.0;0.986301369863;0.369230769231;0.537313432836
task_failed;symmetric kullback leibler;3;0.05;1;65.0;100.0;23.0;8.0;0.890410958904;0.393939393939;0.546218487395
task_failed;symmetric kullback leibler;3;0.25;1;72.0;118.0;5.0;1.0;0.986301369863;0.378947368421;0.54752851711
task_failed;symmetric kullback leibler;3;0.5;1;72.0;123.0;0.0;1.0;0.986301369863;0.369230769231;0.537313432836
