Criteria;Classifier;n;l;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
juged_good;cosine;1;0.05;1;52.0;17.0;69.0;56.0;0.481481481481;0.753623188406;0.587570621469
juged_good;cosine;1;0.25;1;45.0;14.0;72.0;63.0;0.416666666667;0.762711864407;0.538922155689
juged_good;cosine;1;0.5;1;43.0;12.0;74.0;65.0;0.398148148148;0.781818181818;0.527607361963
juged_good;jensen;1;0.05;1;44.0;12.0;74.0;64.0;0.407407407407;0.785714285714;0.536585365854
juged_good;jensen;1;0.25;1;30.0;7.0;79.0;78.0;0.277777777778;0.810810810811;0.413793103448
juged_good;jensen;1;0.5;1;20.0;1.0;85.0;88.0;0.185185185185;0.952380952381;0.31007751938
juged_good;kullback leibler;1;0.05;1;46.0;12.0;74.0;62.0;0.425925925926;0.793103448276;0.55421686747
juged_good;kullback leibler;1;0.25;1;22.0;1.0;85.0;86.0;0.203703703704;0.95652173913;0.335877862595
juged_good;kullback leibler;1;0.5;1;8.0;0.0;86.0;100.0;0.0740740740741;1.0;0.137931034483
juged_good;mean kullback leibler;1;0.05;1;42.0;11.0;75.0;66.0;0.388888888889;0.792452830189;0.521739130435
juged_good;mean kullback leibler;1;0.25;1;28.0;5.0;81.0;80.0;0.259259259259;0.848484848485;0.397163120567
juged_good;mean kullback leibler;1;0.5;1;14.0;1.0;85.0;94.0;0.12962962963;0.933333333333;0.227642276423
juged_good;symmetric kullback leibler;1;0.05;1;42.0;11.0;75.0;66.0;0.388888888889;0.792452830189;0.521739130435
juged_good;symmetric kullback leibler;1;0.25;1;28.0;5.0;81.0;80.0;0.259259259259;0.848484848485;0.397163120567
juged_good;symmetric kullback leibler;1;0.5;1;14.0;1.0;85.0;94.0;0.12962962963;0.933333333333;0.227642276423
juged_good;cosine;2;0.05;1;50.0;13.0;73.0;58.0;0.462962962963;0.793650793651;0.584795321637
juged_good;cosine;2;0.25;1;42.0;10.0;76.0;66.0;0.388888888889;0.807692307692;0.525
juged_good;cosine;2;0.5;1;31.0;4.0;82.0;77.0;0.287037037037;0.885714285714;0.433566433566
juged_good;jensen;2;0.05;1;40.0;8.0;78.0;68.0;0.37037037037;0.833333333333;0.512820512821
juged_good;jensen;2;0.25;1;9.0;1.0;85.0;99.0;0.0833333333333;0.9;0.152542372881
juged_good;jensen;2;0.5;1;3.0;0.0;86.0;105.0;0.0277777777778;1.0;0.0540540540541
juged_good;kullback leibler;2;0.05;1;41.0;8.0;78.0;67.0;0.37962962963;0.836734693878;0.522292993631
juged_good;kullback leibler;2;0.25;1;8.0;0.0;86.0;100.0;0.0740740740741;1.0;0.137931034483
juged_good;kullback leibler;2;0.5;1;2.0;0.0;86.0;106.0;0.0185185185185;1.0;0.0363636363636
juged_good;mean kullback leibler;2;0.05;1;35.0;4.0;82.0;73.0;0.324074074074;0.897435897436;0.47619047619
juged_good;mean kullback leibler;2;0.25;1;9.0;1.0;85.0;99.0;0.0833333333333;0.9;0.152542372881
juged_good;mean kullback leibler;2;0.5;1;3.0;0.0;86.0;105.0;0.0277777777778;1.0;0.0540540540541
juged_good;symmetric kullback leibler;2;0.05;1;35.0;4.0;82.0;73.0;0.324074074074;0.897435897436;0.47619047619
juged_good;symmetric kullback leibler;2;0.25;1;9.0;1.0;85.0;99.0;0.0833333333333;0.9;0.152542372881
juged_good;symmetric kullback leibler;2;0.5;1;3.0;0.0;86.0;105.0;0.0277777777778;1.0;0.0540540540541
juged_good;cosine;3;0.05;1;52.0;14.0;72.0;56.0;0.481481481481;0.787878787879;0.597701149425
juged_good;cosine;3;0.25;1;43.0;12.0;74.0;65.0;0.398148148148;0.781818181818;0.527607361963
juged_good;cosine;3;0.5;1;34.0;5.0;81.0;74.0;0.314814814815;0.871794871795;0.462585034014
juged_good;jensen;3;0.05;1;41.0;9.0;77.0;67.0;0.37962962963;0.82;0.518987341772
juged_good;jensen;3;0.25;1;7.0;0.0;86.0;101.0;0.0648148148148;1.0;0.121739130435
juged_good;jensen;3;0.5;1;3.0;0.0;86.0;105.0;0.0277777777778;1.0;0.0540540540541
juged_good;kullback leibler;3;0.05;1;44.0;10.0;76.0;64.0;0.407407407407;0.814814814815;0.543209876543
juged_good;kullback leibler;3;0.25;1;8.0;0.0;86.0;100.0;0.0740740740741;1.0;0.137931034483
juged_good;kullback leibler;3;0.5;1;2.0;0.0;86.0;106.0;0.0185185185185;1.0;0.0363636363636
juged_good;mean kullback leibler;3;0.05;1;36.0;7.0;79.0;72.0;0.333333333333;0.837209302326;0.476821192053
